date,state,town,propertyCategory,propertyType,lotSize,transactedAmount
9/9/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,800,213000
9/9/2015,SELANGOR,RAWANG,RESIDENTIAL,TERRACE HOUSE,1746,530000
9/9/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1388,330000
9/9/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1055,140000
9/9/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,2484,500000
9/9/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,APARTMENT/FLAT,940,335000
9/9/2015,SELANGOR,SEPANG,RESIDENTIAL,BUNGALOW,5597,600000
9/9/2015,SELANGOR,RAWANG,RESIDENTIAL,TERRACE HOUSE,1604,468000
9/9/2015,SELANGOR,BATANG KALI,RESIDENTIAL,SEMI-D,6157,300000
9/9/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,2325,996000
9/9/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,1879,753000
9/9/2015,SELANGOR,TROPICANA,RESIDENTIAL,CONDOMINIUM,2734,2200000
9/9/2015,SELANGOR,KLANG,RESIDENTIAL,SEMI-D,3069,730000
9/9/2015,SELANGOR,SEKINCHAN,RESIDENTIAL,TERRACE HOUSE,904,300000
9/9/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1442,280000
9/9/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,743,110000
9/9/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,CONDOMINIUM,901,278000
9/9/2015,SELANGOR,AMPANG,RESIDENTIAL,APARTMENT/FLAT,665,118000
9/9/2015,SELANGOR,AMPANG,RESIDENTIAL,APARTMENT/FLAT,614,125000
9/9/2015,SELANGOR,BANGI,RESIDENTIAL,APARTMENT/FLAT,614,90000
9/9/2015,SELANGOR,BANGI,RESIDENTIAL,APARTMENT/FLAT,861,250000
9/9/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1302,120000
9/9/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,TERRACE HOUSE,829,250000
9/9/2015,SELANGOR,AMPANG,RESIDENTIAL,APARTMENT/FLAT,829,235000
9/9/2015,SELANGOR,ARA DAMANSARA,RESIDENTIAL,SERVICE RESIDENCE,669,495000
9/9/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,TERRACE HOUSE,1684,1200000
9/9/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,APARTMENT/FLAT,657,123000
9/9/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,958,160000
9/9/2015,SELANGOR,RAWANG,RESIDENTIAL,APARTMENT/FLAT,807,140000
9/9/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,SEMI-D,2660,900000
9/9/2015,SELANGOR,RAWANG,RESIDENTIAL,TERRACE HOUSE,1384,450000
9/9/2015,SELANGOR,DENGKIL,RESIDENTIAL,APARTMENT/FLAT,780,145000
9/9/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,807,255000
9/9/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,CONDOMINIUM,1422,730000
9/9/2015,SELANGOR,SETIA ALAM,RESIDENTIAL,TERRACE HOUSE,1468,680000
9/9/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,790,240000
9/9/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,1001,280000
9/9/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,883,200000
9/9/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1340,200000
9/9/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,CONDOMINIUM,1959,500000
9/9/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,CONDOMINIUM,2917,900000
9/9/2015,SELANGOR,KEPONG,RESIDENTIAL,TERRACE HOUSE,1733,560000
9/9/2015,SELANGOR,KOTA DAMANSARA,RESIDENTIAL,CONDOMINIUM,968,485000
9/9/2015,SELANGOR,PANDAMARAN,RESIDENTIAL,TERRACE HOUSE,3336,1000000
9/9/2015,SELANGOR,PANDAMARAN,RESIDENTIAL,TERRACE HOUSE,2157,745000
9/9/2015,SELANGOR,CHERAS,RESIDENTIAL,CONDOMINIUM,1399,198000
9/9/2015,SELANGOR,IJOK,RESIDENTIAL,TERRACE HOUSE,1399,350000
9/9/2015,SELANGOR,CHERAS,RESIDENTIAL,BUNGALOW,5406,1200000
9/9/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,1076,450000
9/9/2015,SELANGOR,SELAYANG,RESIDENTIAL,APARTMENT/FLAT,936,275000
9/9/2015,SELANGOR,ULU KELANG,RESIDENTIAL,CONDOMINIUM,861,210000
9/9/2015,SELANGOR,BATU CAVES,RESIDENTIAL,TERRACE HOUSE,960,345000
9/9/2015,SELANGOR,ULU KELANG,RESIDENTIAL,CONDOMINIUM,2260,703000
9/9/2015,SELANGOR,KAJANG,RESIDENTIAL,BUNGALOW,5000,555000
9/9/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,TERRACE HOUSE,2885,663000
9/9/2015,SELANGOR,AMPANG,RESIDENTIAL,TERRACE HOUSE,1480,550000
9/9/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,TERRACE HOUSE,1540,450000
9/9/2015,SELANGOR,SELAYANG,RESIDENTIAL,CONDOMINIUM,1001,325000
9/9/2015,SELANGOR,AMPANG,RESIDENTIAL,TERRACE HOUSE,1300,420000
9/9/2015,SELANGOR,BANDAR SRI DAMANSARA,RESIDENTIAL,APARTMENT/FLAT,650,123000
9/9/2015,SELANGOR,SELAYANG,RESIDENTIAL,SEMI-D,5651,1940000
9/9/2015,SELANGOR,RAWANG,RESIDENTIAL,TERRACE HOUSE,1540,355000
9/9/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,990,290000
9/9/2015,SELANGOR,SAUJANA,RESIDENTIAL,CONDOMINIUM,2174,1550000
9/9/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,APARTMENT/FLAT,1012,425000
9/9/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,646,70000
9/9/2015,SELANGOR,CHERAS,RESIDENTIAL,APARTMENT/FLAT,1242,380000
9/9/2015,SELANGOR,SELAYANG,RESIDENTIAL,CONDOMINIUM,915,230000
9/9/2015,SELANGOR,CHERAS,RESIDENTIAL,TERRACE HOUSE,2863,328000
9/9/2015,SELANGOR,TEMPLER,RESIDENTIAL,TERRACE HOUSE,2433,715000
9/9/2015,SELANGOR,CHERAS,RESIDENTIAL,TOWN HOUSE,852,328000
9/9/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,1400,510000
9/9/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,APARTMENT/FLAT,650,120000
9/9/2015,SELANGOR,SELAYANG,RESIDENTIAL,TERRACE HOUSE,1647,500000
9/9/2015,SELANGOR,BERANANG,RESIDENTIAL,TERRACE HOUSE,1647,350000
9/9/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,750,250000
9/9/2015,SELANGOR,BANDAR KINRARA,RESIDENTIAL,CONDOMINIUM,1072,465000
9/9/2015,SELANGOR,SERENDAH,RESIDENTIAL,APARTMENT/FLAT,750,90000
9/9/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,1608,590000
9/9/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,840,200000
9/9/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,SERVICE RESIDENCE,891,275000
9/9/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,TERRACE HOUSE,1920,1060000
9/9/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,2476,750000
9/9/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1744,250000
9/9/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1432,120000
9/9/2015,SELANGOR,BANDAR SRI DAMANSARA,RESIDENTIAL,TERRACE HOUSE,1647,970000
9/9/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,SERVICE RESIDENCE,1517,1005000
9/9/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,CONDOMINIUM,1830,369000
9/9/2015,SELANGOR,PUCHONG,RESIDENTIAL,CONDOMINIUM,840,255000
9/9/2015,SELANGOR,BATU CAVES,RESIDENTIAL,TERRACE HOUSE,840,390000
9/9/2015,SELANGOR,TELUK PANGLIMA GARANG,RESIDENTIAL,TERRACE HOUSE,1227,238000
9/9/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,TERRACE HOUSE,1219,428000
9/9/2015,SELANGOR,SERENDAH,RESIDENTIAL,TERRACE HOUSE,1399,172000
9/9/2015,SELANGOR,KEPONG,RESIDENTIAL,APARTMENT/FLAT,657,140000
9/9/2015,SELANGOR,PORT KLANG,RESIDENTIAL,APARTMENT/FLAT,873,95000
9/8/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1647,700000
9/8/2015,SELANGOR,DAMANSARA,RESIDENTIAL,APARTMENT/FLAT,850,455000
9/7/2015,SELANGOR,PUNCAK ALAM,RESIDENTIAL,TERRACE HOUSE,1080,220000
9/7/2015,SELANGOR,BERANANG,RESIDENTIAL,TERRACE HOUSE,1076,200000
9/7/2015,SELANGOR,RAWANG,RESIDENTIAL,TERRACE HOUSE,1604,200000
9/7/2015,SELANGOR,SELAYANG,RESIDENTIAL,APARTMENT/FLAT,827,180000
9/7/2015,SELANGOR,CHERAS,RESIDENTIAL,APARTMENT/FLAT,667,95000
9/7/2015,SELANGOR,CHERAS,RESIDENTIAL,APARTMENT/FLAT,652,107000
9/7/2015,SELANGOR,ULU KELANG,RESIDENTIAL,TERRACE HOUSE,1015,350000
9/7/2015,SELANGOR,ARA DAMANSARA,RESIDENTIAL,CONDOMINIUM,2390,1700000
9/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,SEMI-D,3886,2500000
9/7/2015,SELANGOR,AMPANG,RESIDENTIAL,APARTMENT/FLAT,892,250000
9/7/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,750,270000
9/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,SERVICE RESIDENCE,527,310000
9/7/2015,SELANGOR,DAMANSARA DAMAI,RESIDENTIAL,APARTMENT/FLAT,700,195000
9/7/2015,SELANGOR,ARA DAMANSARA,RESIDENTIAL,CONDOMINIUM,1324,488000
9/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,CONDOMINIUM,1076,380000
9/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,700,100000
9/7/2015,SELANGOR,CHERAS,RESIDENTIAL,CONDOMINIUM,1615,280000
9/7/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,CONDOMINIUM,1184,625000
9/7/2015,SELANGOR,RAWANG,RESIDENTIAL,TERRACE HOUSE,2862,900000
9/7/2015,SELANGOR,ULU KELANG,RESIDENTIAL,TERRACE HOUSE,770,300000
9/7/2015,SELANGOR,PUNCAK ALAM,RESIDENTIAL,SEMI-D,1615,420000
9/7/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,CONDOMINIUM,1981,1080000
9/7/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,1163,210000
9/7/2015,SELANGOR,ULU KELANG,RESIDENTIAL,TERRACE HOUSE,1936,800000
9/7/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,1560,675000
9/7/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,936,175000
9/7/2015,SELANGOR,KAPAR,RESIDENTIAL,APARTMENT/FLAT,840,108000
9/7/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1378,272000
9/7/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,SERVICE RESIDENCE,1258,540000
9/7/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,3157,750000
9/7/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1500,260000
9/7/2015,SELANGOR,SERENDAH,RESIDENTIAL,TERRACE HOUSE,2099,118000
9/7/2015,SELANGOR,SERENDAH,RESIDENTIAL,TERRACE HOUSE,1067,110000
9/7/2015,SELANGOR,BATU CAVES,RESIDENTIAL,APARTMENT/FLAT,581,55000
9/7/2015,SELANGOR,BANDAR KINRARA,RESIDENTIAL,TERRACE HOUSE,1400,495000
9/7/2015,SELANGOR,KEPONG,RESIDENTIAL,APARTMENT/FLAT,657,150000
9/7/2015,SELANGOR,KEPONG,RESIDENTIAL,APARTMENT/FLAT,657,128000
9/7/2015,SELANGOR,BATU CAVES,RESIDENTIAL,APARTMENT/FLAT,872,280000
9/7/2015,SELANGOR,BATU CAVES,RESIDENTIAL,APARTMENT/FLAT,816,250000
9/7/2015,SELANGOR,CYBERJAYA,RESIDENTIAL,CONDOMINIUM,1389,510000
9/7/2015,SELANGOR,SERENDAH,RESIDENTIAL,TERRACE HOUSE,1399,75000
9/7/2015,SELANGOR,SETIA ALAM,RESIDENTIAL,APARTMENT/FLAT,920,325000
9/7/2015,SELANGOR,DAMANSARA PERDANA,RESIDENTIAL,CONDOMINIUM,786,450000
9/7/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,2508,250000
9/7/2015,SELANGOR,SUNGAI BESAR,RESIDENTIAL,TERRACE HOUSE,1400,50000
9/7/2015,SELANGOR,TELUK PANGLIMA GARANG,RESIDENTIAL,TERRACE HOUSE,1399,180000
9/7/2015,SELANGOR,DAMANSARA,RESIDENTIAL,CONDOMINIUM,1400,534000
9/7/2015,SELANGOR,RAWANG,RESIDENTIAL,TERRACE HOUSE,1400,310000
9/7/2015,SELANGOR,CYBERJAYA,RESIDENTIAL,TOWN HOUSE,1717,380000
9/7/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,APARTMENT/FLAT,650,65000
9/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,1941,870000
9/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,1797,1125000
9/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,887,538000
9/7/2015,SELANGOR,CHERAS,RESIDENTIAL,TERRACE HOUSE,2293,390000
9/7/2015,SELANGOR,PUNCAK ALAM,RESIDENTIAL,TERRACE HOUSE,1400,240000
9/7/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,APARTMENT/FLAT,900,435000
9/7/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,APARTMENT/FLAT,764,335000
9/7/2015,SELANGOR,DENGKIL,RESIDENTIAL,CONDOMINIUM,2415,650000
9/7/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,SERVICE RESIDENCE,616,300000
9/7/2015,SELANGOR,DENGKIL,RESIDENTIAL,APARTMENT/FLAT,936,355000
9/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,958,435000
9/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,900,330000
9/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,925,220000
9/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,1130,420000
9/7/2015,SELANGOR,AMPANG,RESIDENTIAL,BUNGALOW,7330,480000
9/7/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,1195,200000
9/7/2015,SELANGOR,SUNWAY,RESIDENTIAL,TERRACE HOUSE,1679,888000
9/7/2015,SELANGOR,BATU CAVES,RESIDENTIAL,TERRACE HOUSE,2288,680000
9/7/2015,SELANGOR,RAWANG,RESIDENTIAL,TOWN HOUSE,1129,340000
9/7/2015,SELANGOR,KAJANG,RESIDENTIAL,BUNGALOW,3120,2000000
9/7/2015,SELANGOR,RAWANG,RESIDENTIAL,TERRACE HOUSE,1399,430000
9/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,1331,450000
9/7/2015,SELANGOR,BANTING,RESIDENTIAL,BUNGALOW,4090,750000
9/7/2015,SELANGOR,DENGKIL,RESIDENTIAL,APARTMENT/FLAT,1130,165000
9/7/2015,SELANGOR,DAMANSARA,RESIDENTIAL,APARTMENT/FLAT,926,210000
9/7/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,SERVICE RESIDENCE,685,443000
9/7/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1302,278000
9/7/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1302,165000
9/7/2015,SELANGOR,SELAYANG,RESIDENTIAL,BUNGALOW,4499,670000
9/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,CONDOMINIUM,1149,470000
9/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,592,85000
9/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,549,90000
9/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,904,160000
9/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,855,210000
9/7/2015,SELANGOR,SERENDAH,RESIDENTIAL,BUNGALOW,4004,320000
9/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,856,278000
9/7/2015,SELANGOR,BANDAR SRI DAMANSARA,RESIDENTIAL,TERRACE HOUSE,1300,625000
9/7/2015,SELANGOR,KAPAR,RESIDENTIAL,APARTMENT/FLAT,650,95000
9/7/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,APARTMENT/FLAT,1098,490000
9/7/2015,SELANGOR,TELUK PANGLIMA GARANG,RESIDENTIAL,TERRACE HOUSE,980,95000
9/7/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,CONDOMINIUM,1259,450000
9/7/2015,SELANGOR,BANDAR KINRARA,RESIDENTIAL,CONDOMINIUM,1356,550000
9/7/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,CONDOMINIUM,958,405000
9/7/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,850,165000
9/7/2015,SELANGOR,CYBERJAYA,RESIDENTIAL,SERVICE RESIDENCE,576,280000
9/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,753,150000
9/7/2015,SELANGOR,BANGI,RESIDENTIAL,APARTMENT/FLAT,721,150000
9/7/2015,SELANGOR,CHERAS,RESIDENTIAL,APARTMENT/FLAT,646,95000
9/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,SERVICE RESIDENCE,1012,610000
9/7/2015,SELANGOR,AMPANG,RESIDENTIAL,CONDOMINIUM,865,335000
9/7/2015,SELANGOR,BANDAR KINRARA,RESIDENTIAL,TERRACE HOUSE,1474,675000
9/7/2015,SELANGOR,BANDAR KINRARA,RESIDENTIAL,TERRACE HOUSE,2082,1000000
9/7/2015,SELANGOR,BANDAR KINRARA,RESIDENTIAL,TERRACE HOUSE,1492,715000
9/7/2015,SELANGOR,TANJONG DUABELAS,RESIDENTIAL,TERRACE HOUSE,2019,685000
9/7/2015,SELANGOR,AMPANG,RESIDENTIAL,CONDOMINIUM,538,400000
9/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,850,190000
9/7/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,CLUSTER HOUSE,2605,620000
9/7/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,APARTMENT/FLAT,840,250000
9/7/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,TERRACE HOUSE,1577,540000
9/7/2015,SELANGOR,IJOK,RESIDENTIAL,TERRACE HOUSE,1378,350000
9/7/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,678,64000
9/7/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,815,138000
9/7/2015,SELANGOR,IJOK,RESIDENTIAL,TERRACE HOUSE,3068,330000
9/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,850,225000
9/7/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,TERRACE HOUSE,1080,453000
9/7/2015,SELANGOR,KAJANG,RESIDENTIAL,SEMI-D,2454,645000
9/7/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,TERRACE HOUSE,2158,580000
9/7/2015,SELANGOR,AMPANG,RESIDENTIAL,APARTMENT/FLAT,720,89000
9/7/2015,SELANGOR,CYBERJAYA,RESIDENTIAL,SERVICE RESIDENCE,576,280000
9/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,750,250000
9/12/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,TERRACE HOUSE,1650,518000
9/12/2015,SELANGOR,RAWANG,RESIDENTIAL,TERRACE HOUSE,904,50000
9/12/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,1080,470000
9/12/2015,SELANGOR,PUCHONG,RESIDENTIAL,SEMI-D,5027,2700000
9/12/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,1889,700000
9/12/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,1658,830000
9/12/2015,SELANGOR,SEMENYIH,RESIDENTIAL,TERRACE HOUSE,1302,360000
9/12/2015,SELANGOR,KALUMPANG,RESIDENTIAL,CLUSTER HOUSE,1163,135000
9/12/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,BUNGALOW,11040,3010000
9/12/2015,SELANGOR,BATANG KALI,RESIDENTIAL,BUNGALOW,2400,35000
9/12/2015,SELANGOR,BATANG KALI,RESIDENTIAL,TERRACE HOUSE,1302,90000
9/12/2015,SELANGOR,KUALA SELANGOR,RESIDENTIAL,TERRACE HOUSE,1195,45000
9/12/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,CONDOMINIUM,883,380000
9/12/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,SERVICE RESIDENCE,500,375000
9/12/2015,SELANGOR,TANJONG SEPAT,RESIDENTIAL,TERRACE HOUSE,1830,150000
9/12/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,CONDOMINIUM,1055,640000
9/12/2015,SELANGOR,KAPAR,RESIDENTIAL,APARTMENT/FLAT,657,58000
9/12/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,527,65000
9/12/2015,SELANGOR,DAMANSARA PERDANA,RESIDENTIAL,CONDOMINIUM,1098,590000
9/12/2015,SELANGOR,BANGI,RESIDENTIAL,TERRACE HOUSE,1675,400000
9/12/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,APARTMENT/FLAT,807,235000
9/12/2015,SELANGOR,RAWANG,RESIDENTIAL,TERRACE HOUSE,1281,140000
9/12/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1840,295000
9/12/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,SEMI-D,3267,630000
9/12/2015,SELANGOR,CHERAS,RESIDENTIAL,TERRACE HOUSE,2039,860000
9/12/2015,SELANGOR,SERENDAH,RESIDENTIAL,TERRACE HOUSE,1076,81000
9/12/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,CONDOMINIUM,1566,1080000
9/12/2015,SELANGOR,CHERAS,RESIDENTIAL,TERRACE HOUSE,2895,750000
9/12/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,1679,550000
9/12/2015,SELANGOR,ULU KELANG,RESIDENTIAL,SEMI-D,3200,1750000
9/12/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,1808,320000
9/12/2015,SELANGOR,SERENDAH,RESIDENTIAL,TERRACE HOUSE,1399,210000
9/12/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,2046,990000
9/12/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,775,120000
9/12/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,1181,250000
9/12/2015,SELANGOR,CHERAS,RESIDENTIAL,CONDOMINIUM,1539,250000
9/12/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,2756,930000
9/12/2015,SELANGOR,TANJONG DUABELAS,RESIDENTIAL,TERRACE HOUSE,1539,210000
9/12/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,TERRACE HOUSE,1792,540000
9/12/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,APARTMENT/FLAT,786,350000
9/12/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,753,225000
9/12/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,TERRACE HOUSE,1916,1100000
9/12/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,1574,500000
9/12/2015,SELANGOR,SETIA ALAM,RESIDENTIAL,APARTMENT/FLAT,949,370000
9/12/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1300,257500
9/12/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,TERRACE HOUSE,1173,560000
9/11/2015,SELANGOR,BATANG KALI,RESIDENTIAL,TERRACE HOUSE,825,145000
9/11/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,APARTMENT/FLAT,753,150000
9/11/2015,SELANGOR,SEMENYIH,RESIDENTIAL,TERRACE HOUSE,1535,430000
9/11/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,TERRACE HOUSE,763,170000
9/11/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,657,143000
9/11/2015,SELANGOR,KOTA DAMANSARA,RESIDENTIAL,APARTMENT/FLAT,650,155000
9/11/2015,SELANGOR,SELAYANG,RESIDENTIAL,TERRACE HOUSE,2032,630000
9/11/2015,SELANGOR,SERENDAH,RESIDENTIAL,TERRACE HOUSE,2571,100000
9/11/2015,SELANGOR,ULU KELANG,RESIDENTIAL,TERRACE HOUSE,2744,550000
9/11/2015,SELANGOR,DAMANSARA DAMAI,RESIDENTIAL,CONDOMINIUM,1654,240600
9/11/2015,SELANGOR,SERENDAH,RESIDENTIAL,TERRACE HOUSE,1170,140000
9/11/2015,SELANGOR,RAWANG,RESIDENTIAL,APARTMENT/FLAT,783,93000
9/11/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,2616,250000
9/11/2015,SELANGOR,KLANG,RESIDENTIAL,SEMI-D,3918,800000
9/11/2015,SELANGOR,PUNCAK ALAM,RESIDENTIAL,TERRACE HOUSE,1080,270000
9/11/2015,SELANGOR,KEPONG,RESIDENTIAL,APARTMENT/FLAT,907,240000
9/11/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,CONDOMINIUM,1143,550000
9/11/2015,SELANGOR,SERENDAH,RESIDENTIAL,TERRACE HOUSE,1400,115000
9/11/2015,SELANGOR,SELAYANG,RESIDENTIAL,CONDOMINIUM,875,315000
9/11/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,BUNGALOW,7298,2300000
9/11/2015,SELANGOR,ULU KELANG,RESIDENTIAL,BUNGALOW,7578,500000
9/11/2015,SELANGOR,AMPANG,RESIDENTIAL,CONDOMINIUM,1259,580000
9/11/2015,SELANGOR,BANDAR KINRARA,RESIDENTIAL,APARTMENT/FLAT,815,273000
