date,state,town,propertyCategory,propertyType,lotSize,transactedAmount
20/8/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,732,262000
20/8/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,980,130000
20/8/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,818,90500
20/8/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1690,685000
20/8/2015,SELANGOR,BANTING,RESIDENTIAL,TERRACE HOUSE,1302,140000
20/8/2015,SELANGOR,BANDAR SRI DAMANSARA,RESIDENTIAL,APARTMENT/FLAT,650,95000
20/8/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,BUNGALOW,3234,750000
20/8/2015,SELANGOR,BANGI,RESIDENTIAL,APARTMENT/FLAT,657,125000
20/8/2015,SELANGOR,KEPONG,RESIDENTIAL,APARTMENT/FLAT,941,333000
20/8/2015,SELANGOR,AMPANG,RESIDENTIAL,APARTMENT/FLAT,646,130000
20/8/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,1539,590000
20/8/2015,SELANGOR,CHERAS,RESIDENTIAL,TERRACE HOUSE,1383,450000
20/8/2015,SELANGOR,CHERAS,RESIDENTIAL,TERRACE HOUSE,1366,738000
20/8/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1539,290000
20/8/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,1195,610000
20/8/2015,SELANGOR,PORT KLANG,RESIDENTIAL,TERRACE HOUSE,3296,430000
20/8/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,689,152000
20/8/2015,SELANGOR,SERENDAH,RESIDENTIAL,TERRACE HOUSE,1076,70000
20/8/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1740,695000
20/8/2015,SELANGOR,TANJONG SEPAT,RESIDENTIAL,TERRACE HOUSE,1399,100000
20/8/2015,SELANGOR,SELAYANG,RESIDENTIAL,CONDOMINIUM,965,380000
20/8/2015,SELANGOR,TEMPLER,RESIDENTIAL,CONDOMINIUM,1236,510000
20/8/2015,SELANGOR,RAWANG,RESIDENTIAL,TERRACE HOUSE,1262,320000
20/8/2015,SELANGOR,RAWANG,RESIDENTIAL,TERRACE HOUSE,1425,350000
20/8/2015,SELANGOR,KAJANG,RESIDENTIAL,TOWN HOUSE,1200,285000
20/8/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1302,250000
20/8/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1302,240000
20/8/2015,SELANGOR,KAJANG,RESIDENTIAL,BUNGALOW,10400,545000
20/8/2015,SELANGOR,TELUK PANGLIMA GARANG,RESIDENTIAL,TERRACE HOUSE,1200,195000
20/8/2015,SELANGOR,SERENDAH,RESIDENTIAL,APARTMENT/FLAT,700,65000
20/8/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,3455,550000
20/8/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,872,228000
20/8/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,710,68000
20/8/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,1001,322800
20/7/2015,SELANGOR,BATU CAVES,RESIDENTIAL,APARTMENT/FLAT,893,280000
20/7/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,2390,850000
20/7/2015,SELANGOR,DAMANSARA,RESIDENTIAL,TERRACE HOUSE,1612,780000
20/7/2015,SELANGOR,KEPONG,RESIDENTIAL,APARTMENT/FLAT,716,80000
20/7/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,APARTMENT/FLAT,646,100000
20/7/2015,SELANGOR,SEPANG,RESIDENTIAL,TERRACE HOUSE,1464,165000
20/7/2015,SELANGOR,SERENDAH,RESIDENTIAL,TERRACE HOUSE,2571,163000
20/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,1464,470000
20/7/2015,SELANGOR,SETIA ALAM,RESIDENTIAL,TERRACE HOUSE,1302,535000
20/7/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,SEMI-D,2519,1050000
20/7/2015,SELANGOR,ARA DAMANSARA,RESIDENTIAL,CONDOMINIUM,3078,2280000
20/7/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,850,100000
20/7/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1530,174000
20/7/2015,SELANGOR,TANJONG SEPAT,RESIDENTIAL,TERRACE HOUSE,1920,380000
20/7/2015,SELANGOR,AMPANG,RESIDENTIAL,CONDOMINIUM,905,400000
20/7/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,BUNGALOW,7988,2080000
20/7/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,1650,90000
20/7/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1555,240000
20/7/2015,SELANGOR,BANGI,RESIDENTIAL,CONDOMINIUM,1216,370000
20/7/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,APARTMENT/FLAT,786,340000
20/7/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,TERRACE HOUSE,1920,1680000
20/7/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,TERRACE HOUSE,1656,650000
20/7/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,TERRACE HOUSE,1800,490000
20/7/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,TERRACE HOUSE,1744,650000
20/7/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1244,260000
20/7/2015,SELANGOR,SUNWAY,RESIDENTIAL,APARTMENT/FLAT,564,70000
20/7/2015,SELANGOR,SERENDAH,RESIDENTIAL,TERRACE HOUSE,1399,165000
20/7/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,BUNGALOW,3092,120000
20/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,775,320000
20/7/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,926,210000
20/7/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,2100,370000
20/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,915,373000
20/7/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1361,498000
20/7/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1308,300000
20/7/2015,SELANGOR,AMPANG,RESIDENTIAL,TERRACE HOUSE,1244,620000
20/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,635,120000
20/7/2015,SELANGOR,SEMENYIH,RESIDENTIAL,APARTMENT/FLAT,733,120000
20/7/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,TERRACE HOUSE,1800,850000
20/7/2015,SELANGOR,DENGKIL,RESIDENTIAL,TERRACE HOUSE,1500,400000
20/7/2015,SELANGOR,SUNWAY,RESIDENTIAL,TERRACE HOUSE,1302,700000
20/7/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,2239,980000
20/7/2015,SELANGOR,ULU LANGAT,RESIDENTIAL,APARTMENT/FLAT,1281,271000
20/7/2015,SELANGOR,DAMANSARA,RESIDENTIAL,TOWN HOUSE,2088,675000
20/7/2015,SELANGOR,TROPICANA,RESIDENTIAL,CONDOMINIUM,2282,1830000
20/7/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,APARTMENT/FLAT,813,210000
20/7/2015,SELANGOR,TANJONG KARANG,RESIDENTIAL,TERRACE HOUSE,1301,100000
20/7/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,1195,530000
20/7/2015,SELANGOR,SEMENYIH,RESIDENTIAL,APARTMENT/FLAT,650,50000
20/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,SEMI-D,3600,1070000
20/7/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,APARTMENT/FLAT,872,300000
20/7/2015,SELANGOR,JENJAROM,RESIDENTIAL,TERRACE HOUSE,1092,90000
20/7/2015,SELANGOR,DENGKIL,RESIDENTIAL,APARTMENT/FLAT,814,148000
20/7/2015,SELANGOR,RAWANG,RESIDENTIAL,BUNGALOW,5495,480000
20/7/2015,SELANGOR,BANTING,RESIDENTIAL,TERRACE HOUSE,1195,130000
20/7/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,888,120000
20/7/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1912,353000
20/7/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,2327,1450000
20/7/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1912,353000
20/7/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,5296,728000
20/7/2015,SELANGOR,KAJANG,RESIDENTIAL,BUNGALOW,7010,1800000
20/7/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1912,550000
20/7/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,2064,470000
20/7/2015,SELANGOR,CHERAS,RESIDENTIAL,TERRACE HOUSE,1383,630000
20/7/2015,SELANGOR,CHERAS,RESIDENTIAL,CONDOMINIUM,1546,460000
20/7/2015,SELANGOR,DAMANSARA PERDANA,RESIDENTIAL,APARTMENT/FLAT,750,230000
20/7/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,TERRACE HOUSE,2509,1900000
20/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,CONDOMINIUM,829,415000
20/7/2015,SELANGOR,CHERAS,RESIDENTIAL,TERRACE HOUSE,1124,557900
20/7/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,CONDOMINIUM,1055,435000
20/7/2015,SELANGOR,TANJONG DUABELAS,RESIDENTIAL,TERRACE HOUSE,1770,645000
20/7/2015,SELANGOR,CHERAS,RESIDENTIAL,TERRACE HOUSE,2248,900000
20/7/2015,SELANGOR,ULU KELANG,RESIDENTIAL,TERRACE HOUSE,2306,350000
20/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,BUNGALOW,12917,2800000
20/7/2015,SELANGOR,SEKINCHAN,RESIDENTIAL,BUNGALOW,7072,350000
20/7/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,TERRACE HOUSE,990,200000
20/7/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,APARTMENT/FLAT,820,210000
20/7/2015,SELANGOR,AMPANG,RESIDENTIAL,CONDOMINIUM,946,470000
20/7/2015,SELANGOR,SELAYANG,RESIDENTIAL,CONDOMINIUM,1001,450000
20/7/2015,SELANGOR,DENGKIL,RESIDENTIAL,APARTMENT/FLAT,606,73000
20/2/2016,SELANGOR,PETALING JAYA,RESIDENTIAL,CONDOMINIUM,1143,530000
20/12/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,785,158000
20/12/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,1012,460000
20/12/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,APARTMENT/FLAT,650,100000
20/11/2015,SELANGOR,BANDAR KINRARA,RESIDENTIAL,CONDOMINIUM,908,395000
20/11/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,1650,850000
20/11/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1302,480000
20/11/2015,SELANGOR,KLANG,RESIDENTIAL,SEMI-D,3197,938000
20/11/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,592,53000
20/11/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,CONDOMINIUM,1027,495000
20/11/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,3520,950000
20/11/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,1142,520000
20/11/2015,SELANGOR,KOTA DAMANSARA,RESIDENTIAL,APARTMENT/FLAT,802,314900
20/11/2015,SELANGOR,CYBERJAYA,RESIDENTIAL,CONDOMINIUM,1050,360000
20/11/2015,SELANGOR,SERENDAH,RESIDENTIAL,TERRACE HOUSE,1399,230000
20/11/2015,SELANGOR,TANJONG SEPAT,RESIDENTIAL,TERRACE HOUSE,1399,355000
20/11/2015,SELANGOR,KAPAR,RESIDENTIAL,BUNGALOW,4000,970000
20/11/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1600,145000
20/11/2015,SELANGOR,SUNWAY,RESIDENTIAL,SERVICE RESIDENCE,931,415000
20/11/2015,SELANGOR,KAJANG,RESIDENTIAL,BUNGALOW,7037,700000
20/11/2015,SELANGOR,KEPONG,RESIDENTIAL,TERRACE HOUSE,1025,485000
20/11/2015,SELANGOR,DAMANSARA DAMAI,RESIDENTIAL,TERRACE HOUSE,3272,1200000
20/11/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,APARTMENT/FLAT,1008,476000
20/11/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1604,400000
20/11/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,2285,890000
20/11/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,650,75000
20/11/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1098,170000
20/11/2015,SELANGOR,SELAYANG,RESIDENTIAL,APARTMENT/FLAT,657,80000
20/11/2015,SELANGOR,BATANG KALI,RESIDENTIAL,TERRACE HOUSE,883,100000
20/11/2015,SELANGOR,SEMENYIH,RESIDENTIAL,APARTMENT/FLAT,646,45000
20/11/2015,SELANGOR,RAWANG,RESIDENTIAL,TERRACE HOUSE,904,180000
20/11/2015,SELANGOR,GLENMARIE,RESIDENTIAL,TERRACE HOUSE,3078,1780000
20/11/2015,SELANGOR,CHERAS,RESIDENTIAL,TERRACE HOUSE,2476,920000
20/11/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,2960,660000
20/11/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,1798,550000
20/11/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,1892,750000
20/11/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,CONDOMINIUM,951,205000
20/11/2015,SELANGOR,KAJANG,RESIDENTIAL,TOWN HOUSE,614,115000
20/11/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1300,205000
20/11/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,1798,890000
20/11/2015,SELANGOR,TELUK PANGLIMA GARANG,RESIDENTIAL,TERRACE HOUSE,1324,220000
20/11/2015,SELANGOR,BANDAR KINRARA,RESIDENTIAL,TERRACE HOUSE,1430,675000
20/11/2015,SELANGOR,BATU CAVES,RESIDENTIAL,TERRACE HOUSE,1604,350000
20/11/2015,SELANGOR,SELAYANG,RESIDENTIAL,APARTMENT/FLAT,614,143000
20/11/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,863,309000
20/11/2015,SELANGOR,BESTARI JAYA,RESIDENTIAL,TERRACE HOUSE,1403,58000
20/11/2015,SELANGOR,AMPANG,RESIDENTIAL,APARTMENT/FLAT,678,125000
20/11/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,TERRACE HOUSE,1584,748000
20/11/2015,SELANGOR,SERENDAH,RESIDENTIAL,APARTMENT/FLAT,808,80000
20/11/2015,SELANGOR,AMPANG,RESIDENTIAL,APARTMENT/FLAT,634,80000
20/11/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,TERRACE HOUSE,1808,999000
20/11/2015,SELANGOR,CHERAS,RESIDENTIAL,APARTMENT/FLAT,764,75000
20/11/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,936,208000
20/10/2015,SELANGOR,DAMANSARA DAMAI,RESIDENTIAL,CONDOMINIUM,1654,580000
20/10/2015,SELANGOR,SEMENYIH,RESIDENTIAL,TERRACE HOUSE,1496,200000
20/10/2015,SELANGOR,DENGKIL,RESIDENTIAL,APARTMENT/FLAT,743,115000
20/10/2015,SELANGOR,CYBERJAYA,RESIDENTIAL,CONDOMINIUM,1021,415000
20/10/2015,SELANGOR,BUKIT RAJA,RESIDENTIAL,APARTMENT/FLAT,830,288000
20/10/2015,SELANGOR,KAPAR,RESIDENTIAL,APARTMENT/FLAT,786,150000
20/10/2015,SELANGOR,DENGKIL,RESIDENTIAL,APARTMENT/FLAT,790,160000
20/10/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1457,625000
20/10/2015,SELANGOR,SERENDAH,RESIDENTIAL,BUNGALOW,5995,745000
20/10/2015,SELANGOR,SUNWAY,RESIDENTIAL,CONDOMINIUM,990,830000
20/10/2015,SELANGOR,BUKIT RAJA,RESIDENTIAL,APARTMENT/FLAT,830,310000
20/10/2015,SELANGOR,BUKIT RAJA,RESIDENTIAL,APARTMENT/FLAT,830,300000
20/10/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,2537,980000
20/10/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,CONDOMINIUM,1485,835000
20/10/2015,SELANGOR,ULU KELANG,RESIDENTIAL,TERRACE HOUSE,915,450000
20/10/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,CONDOMINIUM,1616,810000
20/10/2015,SELANGOR,IJOK,RESIDENTIAL,TERRACE HOUSE,1540,185000
20/10/2015,SELANGOR,CHERAS,RESIDENTIAL,TERRACE HOUSE,1281,530000
20/10/2015,SELANGOR,CHERAS,RESIDENTIAL,TERRACE HOUSE,2919,883000
20/10/2015,SELANGOR,DAMANSARA,RESIDENTIAL,APARTMENT/FLAT,850,500000
20/10/2015,SELANGOR,DAMANSARA DAMAI,RESIDENTIAL,CONDOMINIUM,986,445000
20/10/2015,SELANGOR,CHERAS,RESIDENTIAL,APARTMENT/FLAT,850,310000
20/10/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,CONDOMINIUM,951,240000
20/10/2015,SELANGOR,BATANG KALI,RESIDENTIAL,TERRACE HOUSE,1281,200000
20/10/2015,SELANGOR,SERENDAH,RESIDENTIAL,TERRACE HOUSE,1302,125000
20/10/2015,SELANGOR,AMPANG,RESIDENTIAL,TERRACE HOUSE,700,180000
20/10/2015,SELANGOR,BANTING,RESIDENTIAL,TERRACE HOUSE,1302,200000
20/10/2015,SELANGOR,PANDAMARAN,RESIDENTIAL,TERRACE HOUSE,1173,405000
20/10/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1302,150000
20/10/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1302,194000
20/10/2015,SELANGOR,SEPANG,RESIDENTIAL,BUNGALOW,6297,490000
20/10/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,2303,1100000
20/10/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,2051,750000
20/10/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,2217,360000
20/10/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,APARTMENT/FLAT,621,80000
20/10/2015,SELANGOR,AMPANG,RESIDENTIAL,TERRACE HOUSE,764,190000
20/10/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,1560,483000
20/10/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,1991,420000
20/10/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,APARTMENT/FLAT,768,270000
20/10/2015,SELANGOR,SERENDAH,RESIDENTIAL,TERRACE HOUSE,1300,200000
20/10/2015,SELANGOR,SAUJANA,RESIDENTIAL,CONDOMINIUM,651,450000
20/10/2015,SELANGOR,SAUJANA,RESIDENTIAL,CONDOMINIUM,1827,1130000
20/10/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1300,180000
20/10/2015,SELANGOR,RAWANG,RESIDENTIAL,APARTMENT/FLAT,851,60000
20/10/2015,SELANGOR,SEMENYIH,RESIDENTIAL,TERRACE HOUSE,1822,827000
20/10/2015,SELANGOR,SERENDAH,RESIDENTIAL,TERRACE HOUSE,1341,290000
20/10/2015,SELANGOR,PORT KLANG,RESIDENTIAL,TERRACE HOUSE,797,120000
20/10/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1787,400000
20/10/2015,SELANGOR,KLANG,RESIDENTIAL,SEMI-D,2960,730000
20/10/2015,SELANGOR,BANTING,RESIDENTIAL,TERRACE HOUSE,1399,195000
20/10/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,APARTMENT/FLAT,1008,420000
20/10/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,TERRACE HOUSE,1750,650000
20/10/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1583,500000
20/10/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1719,540000
20/10/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,CONDOMINIUM,1076,473000
20/10/2015,SELANGOR,BANDAR KINRARA,RESIDENTIAL,SERVICE RESIDENCE,712,234000
20/10/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,657,175000
20/10/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,TERRACE HOUSE,1600,915000
20/10/2015,SELANGOR,KOTA DAMANSARA,RESIDENTIAL,APARTMENT/FLAT,650,140000
20/10/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1912,610000
20/10/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,TERRACE HOUSE,2827,1300000
20/10/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,TERRACE HOUSE,1076,269000
20/10/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1669,380000
20/10/2015,SELANGOR,ULU KELANG,RESIDENTIAL,BUNGALOW,4263,1050000
20/10/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1690,600000
20/10/2015,SELANGOR,SEMENYIH,RESIDENTIAL,TERRACE HOUSE,829,295000
20/10/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,TERRACE HOUSE,2400,1680000
20/10/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1600,328000
20/10/2015,SELANGOR,KAPAR,RESIDENTIAL,APARTMENT/FLAT,847,118000
20/10/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,TERRACE HOUSE,1076,269000
20/10/2015,SELANGOR,ARA DAMANSARA,RESIDENTIAL,CONDOMINIUM,845,460000
20/10/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,667,95000
20/10/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,CONDOMINIUM,1270,780000
20/10/2015,SELANGOR,BATU CAVES,RESIDENTIAL,TERRACE HOUSE,1176,480000
20/10/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,850,230000
20/10/2015,SELANGOR,BANDAR KINRARA,RESIDENTIAL,APARTMENT/FLAT,883,360000
20/10/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1539,490000
20/10/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,BUNGALOW,16289,6200000
20/10/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,750,240000
20/10/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,732,245000
20/10/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,APARTMENT/FLAT,657,126000
20/10/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,APARTMENT/FLAT,657,80000
20/10/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,807,255000
20/10/2015,SELANGOR,AMPANG,RESIDENTIAL,CONDOMINIUM,965,250000
20/10/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,1109,388000
20/10/2015,SELANGOR,BANTING,RESIDENTIAL,SEMI-D,2562,465000
20/10/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,1195,660000
20/10/2015,SELANGOR,BANDAR SRI DAMANSARA,RESIDENTIAL,APARTMENT/FLAT,811,320000
20/1/2016,SELANGOR,PETALING JAYA,RESIDENTIAL,TERRACE HOUSE,1760,1150000
20/1/2016,SELANGOR,BATU CAVES,RESIDENTIAL,TERRACE HOUSE,1100,500000
20/1/2016,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,SEMI-D,3584,625000
20/1/2016,SELANGOR,SUBANG JAYA,RESIDENTIAL,APARTMENT/FLAT,872,375000
20/1/2016,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,743,148000
20/1/2016,SELANGOR,PETALING JAYA,RESIDENTIAL,TERRACE HOUSE,1901,1070000
20/1/2016,SELANGOR,KEPONG,RESIDENTIAL,APARTMENT/FLAT,657,133000
20/1/2016,SELANGOR,PETALING JAYA,RESIDENTIAL,TERRACE HOUSE,1650,230000
20/1/2016,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,872,240000
20/1/2016,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,581,88000
20/1/2016,SELANGOR,PETALING JAYA,RESIDENTIAL,TOWN HOUSE,1001,630000
20/1/2016,SELANGOR,RAWANG,RESIDENTIAL,APARTMENT/FLAT,603,42000
20/1/2016,SELANGOR,KEPONG,RESIDENTIAL,APARTMENT/FLAT,1152,400000
20/1/2016,SELANGOR,SETIA ALAM,RESIDENTIAL,APARTMENT/FLAT,949,348000
20/1/2016,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,2928,1625000
20/1/2016,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,1647,752000
20/1/2016,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,1647,630000
20/1/2016,SELANGOR,GLENMARIE,RESIDENTIAL,TERRACE HOUSE,2076,900000
20/1/2016,SELANGOR,AMPANG,RESIDENTIAL,TERRACE HOUSE,797,368000
20/1/2016,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,2400,750000
2/9/2015,SELANGOR,KAJANG,RESIDENTIAL,CONDOMINIUM,1141,380000
2/9/2015,SELANGOR,SEMENYIH,RESIDENTIAL,TERRACE HOUSE,1216,420000
2/9/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,1055,150000
2/9/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,775,155000
2/9/2015,SELANGOR,SEMENYIH,RESIDENTIAL,TERRACE HOUSE,1195,245000
2/9/2015,SELANGOR,CYBERJAYA,RESIDENTIAL,TERRACE HOUSE,2723,1150000
2/9/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,2831,618000
2/9/2015,SELANGOR,KAPAR,RESIDENTIAL,APARTMENT/FLAT,650,70000
2/9/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,657,55000
2/9/2015,SELANGOR,BATU CAVES,RESIDENTIAL,APARTMENT/FLAT,854,220000
2/9/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,BUNGALOW,8708,3833000
2/9/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,APARTMENT/FLAT,1044,420000
2/9/2015,SELANGOR,BANGI,RESIDENTIAL,APARTMENT/FLAT,650,88000
2/9/2015,SELANGOR,AMPANG,RESIDENTIAL,APARTMENT/FLAT,807,273000
