"Tahun","Minggu","Negeri","Daerah/Zon/PBT","Lokaliti","Jumlah Kes Terkumpul","Tempoh Wabak Berlaku (Hari)","latitude","longitude"
2015,8,"Selangor","Gombak ","Kg Baru Kundang ",27,65,3.058406,101.636762
2015,8,"Selangor","Hulu Selangor ","Lokaliti 5 Bdr Baru Btg Kali ",14,65,3.058407,101.636765
2015,8,"Selangor","Petaling ","Seksyen 16 ( Pangsapuri Anggerik Indah ) ",15,65,3.058408,101.636767
2015,8,"Selangor","Petaling ","Usj 1/1 ",26,65,3.058409,101.636769
2015,8,"Selangor","Petaling ","Usj 2/2 ",21,65,3.113117,101.815683
2015,8,"Selangor","Gombak ","Kg Sg Kertas ",12,64,3.113118,101.815693
2015,8,"Selangor","Petaling ","Usj 11/4 ",11,64,2.975147,101.783915
2015,8,"Selangor","Petaling ","Bl Pju 6A Puncak Damansara Kondo ",32,64,3.113117,101.815673
2015,8,"Selangor","Sepang ","Apartment Ruvena Villa Putra Perdana ",29,63,3.048069,101.639553
2015,8,"Selangor","Petaling ","Seksyen 19 (Teres B : Jln 19/4 - 19/7B) ",9,62,3.198303,101.599919
2015,8,"Selangor","Sepang ","Ioi Resort City ",12,62,3.052035,101.643996
2015,8,"Selangor","Petaling ","Usj 1 (Angsana Appt) ",36,62,3.058406,101.636762
2015,8,"Selangor","Gombak ","Tmn Rawang Perdana ",21,61,3.058407,101.636765
2015,8,"Selangor","Hulu Langat ","Permai Puteri Condo Taman Dato Ahmad Razali ",13,61,3.058408,101.636767
2015,8,"Selangor","Petaling ","Putra Height 2 ( Jln Putra Bistari 2/3 ) ",15,61,3.058409,101.636769
2015,8,"Selangor","Gombak ","Flat Pinggiran Bt Caves ",12,61,3.113117,101.815683
2015,8,"Selangor","Petaling ","Kd Pju 5 Seksyen 4 Gugusan Mawar ",11,60,3.113118,101.815693
2015,8,"Selangor","Gombak ","Bdr Tasik Puteri Gv 6 ",13,60,2.975147,101.783915
2015,8,"Selangor","Sepang ","Kolej 17,Upm Serdang ",75,60,3.113117,101.815673
2015,8,"Perak","Kinta ","Bdr Baru Tambun ",9,59,3.048069,101.639553
2015,8,"Selangor","Petaling ","Du Ss 21 ( 1 ) ",17,59,3.198303,101.599919
2015,8,"Selangor","Petaling ","Taman Puchong Utama Court 2 ",35,59,3.052035,101.643996
2015,8,"Selangor","Petaling ","Seksyen 27 ( Teres D : Jln 27/54 - 27/87 ) ",13,59,3.058406,101.636762
2015,8,"Selangor","Gombak ","Tmn Jati ",18,58,3.058407,101.636765
2015,8,"Perak","Kinta ","Rapat Setia ",30,58,3.058408,101.636767
2015,8,"Selangor","Hulu Langat ","Appt Taman Tenaga ",13,58,3.058409,101.636769
2015,8,"Selangor","Petaling ","Bl Pju 10 Indah Kondo ",14,58,3.113117,101.815683
2015,8,"Selangor","Petaling ","Du Ss 2 ( 6 ) ",9,58,3.113118,101.815693
2015,8,"Selangor","Petaling ","Dun Bg Seksyen 14 Teres A : Jln 14/1 - Jln 14/28 ",34,58,2.975147,101.783915
2015,8,"Perak","Kinta ","Rumah Pangsa Sri Kepayang ",28,57,3.113117,101.815673
2015,8,"Perak","Kinta ","Tmn Pertama ",17,56,3.048069,101.639553
2015,8,"Selangor","Sepang ","Mutiara Ville Cyberjaya ",30,56,3.198303,101.599919
2015,8,"Selangor","Hulu Langat ","Jalan 15/3 Seksyen 15 Bandar Baru Bangi ",15,55,3.052035,101.643996
2015,8,"Selangor","Petaling ","Tm Pjs 3 Sri Manja Court ( Jln Pjs 3/44 ) ",30,55,3.058406,101.636762
2015,8,"Selangor","Petaling ","Bandar Kinrara 5 (Jln Bk 5/9-Bk 5/18) & Ipd Serdang ",17,55,3.058407,101.636765
2015,8,"Selangor","Hulu Langat ","Jalan 3/4 Seksyen 3 Bandar Baru Bangi ",18,55,3.058408,101.636767
2015,8,"Selangor","Petaling ","Usj 6/1 (Subang Perdana Goodyear Court 2) ",11,55,3.058409,101.636769
2015,8,"Perak","Kinta ","Anjung Tawas Damai ",16,54,3.113117,101.815683
2015,8,"Selangor","Hulu Langat ","Jalan Pandan 5 Pandan Jaya ",10,54,3.113118,101.815693
2015,8,"Selangor","Hulu Langat ","Jalan 4/12 Seksyen 4 Bandar Baru Bangi ",31,54,2.975147,101.783915
2015,8,"Selangor","Hulu Langat ","Seksyen 1 Bandar Rinching ",11,54,3.113117,101.815673
2015,8,"Selangor","Petaling ","Kd Pju 5 Seksyen 6 Gugusan Seroja ",34,54,3.048069,101.639553
2015,8,"Selangor","Petaling ","Tm Pjs 2C Apt Medan Jaya ( Blok I ) ",14,54,3.198303,101.599919
2015,8,"Selangor","Petaling ","Bandar Bukit Puchong Bp 2 ",12,54,3.052035,101.643996
2015,8,"Selangor","Gombak ","Appt Rawang Perdana ",8,53,3.128331,101.618127
2015,8,"Selangor","Hulu Langat ","Jalan 5A-C Seksyen 5 Bandar Baru Bangi ",10,53,3.074107,101.492219
2015,8,"Selangor","Petaling ","Tm Pjs 3 Apt Sri Manja ( Blok D - F : Jln Pjs 3/55 ) ",14,53,3.074107,101.492219
2015,8,"Sabah","Kota Kinabalu ","Taman Fu Yen Ph.5 ",50,53,3.074107,101.492219
2015,8,"Selangor","Hulu Langat ","Jalan Mutiara Taman Sri Nanding ",14,52,3.155076,101.593722
2015,8,"Selangor","Hulu Langat ","Appt Citra Taman Kajang Utama ",12,52,3.089795,101.647281
2015,8,"Selangor","Hulu Langat ","Appt Vista Bandar Sri Putra ",20,52,3.113117,101.815673
2015,8,"Selangor","Petaling ","Bl Pju 6A Pelangi Damansara Kondo ( Jln Masjid ) ",10,52,3.060047,101.584687
2015,8,"Selangor","Petaling ","Usj 12/3 ",12,52,3.188612,101.604747
2015,8,"Selangor","Sepang ","Kg.Sg.Merab Luar ",10,52,3.13281,101.748025
2015,8,"Sabah","Kota ","Kg. Sembulan Baru ",29,52,3.114994,101.811318
2015,8,"Selangor","Hulu Langat ","Jalan Suakasih 3 Bandar Tun Hussin Onn ",33,51,3.058404,101.636764
2015,8,"Selangor","Hulu Langat ","Jalan 3 Taman Impian Putra ",14,51,3.058405,101.636763
2015,8,"Selangor","Sepang ","Taman Desa Sentosa Fasa 2 ",35,51,3.058406,101.636762
2015,8,"Selangor","Sepang ","Tmn.Permata ",20,51,3.058407,101.636765
2015,8,"Sabah","Kota Kinabalu ","Kg. Sembulan Tengah ",17,51,3.058408,101.636767
2015,8,"Selangor","Petaling ","Ss 14/1 ",17,50,3.058409,101.636769
2015,8,"Selangor","Hulu Langat ","Jalan Nirwana 1-17 Taman Nirwana ",14,50,3.113117,101.815683
2015,8,"Selangor","Petaling ","Usj 20/1,3 ",8,50,3.113118,101.815693
2015,8,"Perak","Kinta ","Tmn Meru Jaya ",22,49,2.975147,101.783915
2015,8,"Selangor","Hulu Langat ","Jalan 3/1-9 Seksyen 3 Bandar Sri Putra ",16,49,3.113117,101.815673
2015,8,"Selangor","Hulu Selangor ","Lokaliti 6 Bdr Baru Btg Kali ",13,49,3.048069,101.639553
2015,8,"Selangor","Petaling ","Ss 16 (Casa Tiara Appt) ",13,49,3.198303,101.599919
2015,8,"Selangor","Hulu Langat ","Appt Teratai Taman Sutera ",9,48,3.052035,101.643996
2015,8,"Perak","Kinta ","Villa Perpaduan ",15,48,3.128331,101.618127
2015,8,"Selangor","Hulu Langat ","Hostel Gmi Bangi ",30,48,3.074107,101.492219
2015,8,"Selangor","Hulu Langat ","Jalan 8/1-15 Seksyen 8 Bandar Baru Bangi ",12,48,3.074107,101.492219
2015,8,"Selangor","Petaling ","Seksyen 24 ( Flat J : Blok 79 - 84 ) ",40,48,3.074107,101.492219
2015,8,"Selangor","Petaling ","Sri Pjs 10 Apt Subang Ville Ehsan ",12,48,3.155076,101.593722
2015,8,"Selangor","Petaling ","Pst Bdr Puchong ( Jln Bandar & Qts Bomba ) ",8,48,3.089795,101.647281
2015,8,"Selangor","Petaling ","Taman Saujana Puchong 10 ",11,48,3.113117,101.815673
2015,8,"Selangor","Petaling ","Taman Saujana Puchong Sp 7 ",18,48,3.060047,101.584687
2015,8,"Selangor","Petaling ","Taman Kinrara 3 ( Vista Lavender ) ",9,48,3.188612,101.604747
2015,8,"Selangor","Petaling ","Taman Puchong Perdana 4 (Blok A-G) ",13,48,3.13281,101.748025
2015,8,"Perak","Kinta ","Kg Dato Ahmad Said ",12,47,3.114994,101.811318
2015,8,"Selangor","Gombak ","Bdr Tasik Puteri Gv 11 ",18,47,3.058404,101.636764
2015,8,"Selangor","Gombak ","Kg Sg Cincin ",18,47,3.058405,101.636763
2015,8,"Selangor","Petaling ","Seksyen U2 Teres B ( Jln U2/2- U2/13 ) ",14,47,3.058406,101.636762
2015,8,"Selangor","Petaling ","Taman Puchong Utama 8 ",7,47,3.058407,101.636765
2015,8,"Selangor","Petaling ","Seksyen U6 ( Kg Melayu Subang G : Jln Tembusu ) ",15,47,3.058408,101.636767
2015,8,"Selangor","Hulu Langat ","Jalan 3 Taman Sri Indah ",10,71,3.058409,101.636769
2015,8,"Selangor","Petaling ","Seksyen 8 ( Teres A : Jln 8/1 - 8/13 ) ",25,46,3.113117,101.815683
2015,8,"Selangor","Hulu Selangor ","Jalan Seroja 3A, Bs ",9,46,3.113118,101.815693
2015,8,"Selangor","Petaling ","Bl Pju 9 Sd 9 ",8,46,2.975147,101.783915
2015,8,"Selangor","Petaling ","Ind Puchong (Jln Tpp 1/25 - 1/36 ) ",24,46,3.113117,101.815673
2015,8,"Selangor","Sepang ","Apartment Kiambang ",7,46,3.048069,101.639553
2015,8,"Perak","Kinta ","Tmn Sri Dermawan ",14,45,3.198303,101.599919
2015,8,"Selangor","Gombak ","Tanah Gantian Sg Tua ",28,45,3.052035,101.643996
2015,8,"Selangor","Gombak ","Tmn Bidara Fasa 2 ",13,45,3.128331,101.618127
2015,8,"Selangor","Hulu Langat ","Appt Kenari Court Pandan Indah ",14,45,3.074107,101.492219
2015,8,"Selangor","Petaling ","Seksyen 18 (Jln 18/3 Flat A : Blok 2 -10) ",12,45,3.074107,101.492219
2015,8,"Selangor","Petaling ","Seksyen 7 (Flat D : Blok 52 - 58) ",56,45,3.074107,101.492219
2015,8,"Selangor","Petaling ","Kt Ss 3 Teres B ",7,45,3.155076,101.593722
2015,8,"Selangor","Petaling ","Pusat Bandar Puchong (Jln Wawasan 3) ",20,45,3.089795,101.647281
2015,8,"Perak","Kinta ","Tmn Rapat Indah ",8,44,3.113117,101.815673
2015,8,"Selangor","Gombak ","Kg Changkat ",16,44,3.060047,101.584687
2015,8,"Selangor","Hulu Langat ","Taman Sri Jelok ",9,44,3.188612,101.604747
2015,8,"Selangor","Petaling ","Seksyen 13 ( Pangsapuri Perdana ) ",19,44,3.13281,101.748025
2015,8,"Selangor","Petaling ","Seksyen 24 ( Flat B : Blok 10 - 21 ) ",14,44,3.114994,101.811318
2015,8,"Selangor","Petaling ","Seksyen U3 (Pangsapuri Daisy B : Blok 3 - 8 ) ",14,44,3.058404,101.636764
2015,8,"Selangor","Hulu Langat ","Jalan Impian Murni Saujana Impian ",17,44,3.058405,101.636763
2015,8,"Selangor","Petaling ","Kt Pju 3 Tropicana Indah ",8,44,3.058406,101.636762
2015,8,"Selangor","Petaling ","Kt Pju 3 Palm Spring Kondo 2 : Blok D, E, F ",9,44,3.058407,101.636765
2015,8,"Selangor","Hulu Langat ","Jalan Jasmin 10-15 Taman Jasmin ",6,44,3.058408,101.636767
2015,8,"Selangor","Hulu Langat ","Rumah Pangsa Taman Bukit Mewah ",5,43,3.058409,101.636769
2015,8,"Selangor","Petaling ","Seksyen U16 ( Pangsapuri Melor : Blok 28 - 30 ) ",10,43,3.113117,101.815683
2015,8,"Selangor","Petaling ","Kd Pju 5 Seksyen 6 Gugusan Teratai ",4,43,3.113118,101.815693
2015,8,"Selangor","Gombak ","Kg Laksamana ",12,43,2.975147,101.783915
2015,8,"Selangor","Hulu Langat ","Jalan 2 Taman Impian Putra ",10,43,3.113117,101.815673
2015,8,"Selangor","Kuala Selangor ","Jalan Flora Saujana Utama ",5,42,3.048069,101.639553
2015,8,"Selangor","Petaling ","Tmn Puchong Perdana (Vista Millennium) ",10,42,3.198303,101.599919
2015,8,"Selangor","Petaling ","Usj 6/5 - Usj 6/7 ",14,42,3.052035,101.643996
2015,8,"Selangor","Sepang ","Apt Megah Villa ",6,42,3.058406,101.636762
2015,8,"Selangor","Hulu Langat ","Jalan Taming Sari Taman Taming Jaya ",9,42,3.058407,101.636765
2015,8,"Selangor","Petaling ","Taman Bukit Serdang 11 (Pangsapuri Mawar) ",8,41,3.058408,101.636767
2015,8,"Selangor","Gombak ","Tmn Desa Putri ",13,41,3.058409,101.636769
2015,8,"Selangor","Hulu Langat ","Seksyen 5 Bandar Tasik Kesuma ",9,41,3.113117,101.815683
2015,8,"Selangor","Petaling ","Seksyen 24 ( Flat C : Blok 22 - 26 ) ",9,41,3.113118,101.815693
2015,8,"Selangor","Petaling ","Bl Pju 10 Saujana Damansara (A) : Jln 10/13, 10/14 ",16,41,2.975147,101.783915
2015,8,"P. Pinang","Seberg Perai Selatan ","Jalan Batas Ban ",17,41,3.113117,101.815673
2015,8,"Selangor","Petaling ","Dun Bg Seksyen 14 Teres B : Jln 14/29 - Jln 14/49",12,61,3.048069,101.639553
2015,8,"Selangor","Petaling ","Bandar Kinrara 9 ",10,41,3.198303,101.599919
2015,8,"Perak","Kinta ","Kg Baru Simpang Pulai ",12,40,3.052035,101.643996
2015,8,"Selangor","Hulu Langat ","Taman Bangi Indah ",17,40,3.058406,101.636762
2015,8,"Selangor","Hulu Selangor ","Apt Kenanga Tbr Bb ",6,40,3.058407,101.636765
2015,8,"Selangor","Petaling ","Sri Pjs 10 Ridzuan Kondo ",7,40,3.058408,101.636767
2015,8,"Selangor","Petaling ","Taman Serdang Raya 8 ( Putra Indah Kondo ) ",12,40,3.058409,101.636769
2015,8,"Perak","Kinta ","Tmn Sri Bercham ",7,40,3.113117,101.815683
2015,8,"Perak","Kinta ","Tmn Pegoh ",8,39,3.113118,101.815693
2015,8,"Selangor","Gombak ","Appt Desa 1 ",21,39,2.975147,101.783915
2015,8,"Selangor","Gombak ","Appt Tmn Tun Perak ",7,39,3.113117,101.815673
2015,8,"Selangor","Hulu Langat ","Jalan Kosas 1/8-1/13 Taman Kosas ",7,39,3.048069,101.639553
2015,8,"Selangor","Petaling ","Kd Pju 5 Seksyen 5 Gugusan Siantan ",7,39,3.198303,101.599919
2015,8,"Perak","Kinta ","Kg Bercham ",10,38,3.052035,101.643996
2015,8,"Selangor","Hulu Langat ","Appt Bangi Idaman Bandar Baru Bangi ",5,38,3.058406,101.636762
2015,8,"Selangor","Hulu Langat ","Jalan 3/58-62 Seksyen 3 Bandar Baru Bangi ",7,38,3.058407,101.636765
2015,8,"Selangor","Petaling ","Seksyen 24 ( Flat E : Blok 32 - 36 ) ",8,38,3.058408,101.636767
2015,8,"Selangor","Petaling ","Bandar Kinrara 5B ",5,38,3.058409,101.636769
2015,8,"Selangor","Petaling ","Seksyen 27 (Teres A - Jln 27/10A - 27/20D) ",9,38,3.113117,101.815683
2015,8,"Selangor","Petaling ","Tm Pjs 3 Flat Sri Manja ( Blok A - C : Jln Pjs 3/55 ) ",13,38,3.113118,101.815693
2015,8,"Selangor","Petaling ","Tm Pjs 3 Sri Manja Square ( Jln Pjs 3/46, 3/48, 3/59, 3/61, 3/63 ) ",24,38,2.975147,101.783915
2015,8,"Selangor","Gombak ","Sri Maya Condo ",6,37,3.113117,101.815673
2015,8,"Selangor","Petaling ","Seksyen 27 ( Teres B :Jln 27/22 - 27/27D : Subang Alam ) ",9,37,3.048069,101.639553
2015,8,"Selangor","Petaling ","Seksyen U2 (Pangsapuri Jaya) ",30,37,3.198303,101.599919
2015,8,"Selangor","Petaling ","Seksyen U3 (Pangsapuri Daisy C : Blok 9 - 13 ) ",13,37,3.052035,101.643996
2015,8,"P. Pinang","Timur Laut ","Jalan Hj Hashim Imam ",8,37,3.058406,101.636762
2015,8,"Selangor","Petaling ","Bl Pju 8 Apt Flora Damansara 2 ( Blok C - F ) ",7,37,3.058407,101.636765
2015,8,"Selangor","Petaling ","Taman Kinrara 2 ",6,37,3.058408,101.636767
2015,8,"Sabah","Kota Kinabalu ","Tanjung Aru Lama ",18,37,3.058409,101.636769
2015,8,"Selangor","Hulu Langat ","Taman Bukit Kajang Baru ",6,36,3.113117,101.815683
2015,8,"Selangor","Petaling ","Pjs 9/2 - Pjs 9/30 ",14,36,3.113118,101.815693
2015,8,"Selangor","Sepang ","Apt Siantan ",18,36,2.975147,101.783915
2015,8,"Selangor","Gombak ","Tmn Melawati ",19,36,3.113117,101.815673
2015,8,"Selangor","Petaling ","Ss 19/6 ",9,35,3.048069,101.639553
2015,8,"Selangor","Petaling ","Usj 17 ",9,35,3.198303,101.599919
2015,8,"Selangor","Sepang ","The Arc Condo ",9,35,3.052035,101.643996
2015,8,"Pahang","Kuantan ","Tmn. Mahkota Idaman Im 14 ",9,35,3.128331,101.618127
2015,8,"Selangor","Petaling ","Kd Pju 5 Cova Villa ",7,35,3.074107,101.492219
2015,8,"Selangor","Petaling ","Tmn Pinggiran Usj 2 (Sri Kayan) ",7,35,3.074107,101.492219
2015,8,"Perak","Kinta ","Tmn Taiping ",5,34,3.074107,101.492219
2015,8,"Selangor","Gombak ","Tmn Daya ",7,34,3.155076,101.593722
2015,8,"Selangor","Hulu Langat ","Jalan 3/38-3/52 Seksyen 3 Bandar Baru Bangi ",5,34,3.089795,101.647281
2015,8,"Selangor","Kuala Langat ","Taman Jaya Utama Zon 2 ",5,34,3.113117,101.815673
2015,8,"Selangor","Petaling ","Seksyen U10 ( Pangsapuri Resak : Blok 1 - 2 ) ",11,34,3.060047,101.584687
2015,8,"Selangor","Petaling ","Du Ss 24 ( 2 ) ",8,34,3.188612,101.604747
2015,8,"Selangor","Petaling ","Ss 14/7 ",8,34,3.13281,101.748025
2015,8,"Selangor","Petaling ","Taman Tasik Prima 4 ",6,34,3.114994,101.811318
2015,8,"Selangor","Petaling ","Usj 9/1 - Usj 9/3J ",8,34,3.058404,101.636764
2015,8,"Perak","Kinta ","Kg Manjoi ",10,33,3.058405,101.636763
2015,8,"Selangor","Hulu Selangor ","Apt Seroja Bb ",9,33,3.058406,101.636762
2015,8,"Selangor","Petaling ","Seksyen 17 Teres A (Jln 17/2 - 17/15) ",12,33,3.058407,101.636765
2015,8,"Selangor","Petaling ","Seksyen 18 Teres J ",5,33,3.058408,101.636767
2015,8,"Perak","Kinta ","Puncak Jelapang Maju ",6,32,3.058409,101.636769
2015,8,"Perak","Kinta ","Tmn Gunung View ",7,32,3.113117,101.815683
2015,8,"Selangor","Gombak ","Appt Gemilang ",5,32,3.113118,101.815693
2015,8,"Selangor","Hulu Langat ","Appt Flora Taman Impian Ehsan ",6,32,2.975147,101.783915
2015,8,"Selangor","Hulu Langat ","Jalan 3/18-28 Seksyen 3 Bandar Baru Bangi ",9,32,3.113117,101.815673
2015,8,"Selangor","Petaling ","Seksyen 18 (Teres A : Jln 18/4 - 18/8C , Jln 18/14 - 18/15C ) ",6,32,3.048069,101.639553
2015,8,"Selangor","Petaling ","Tm Pjs 3 Tmn Buana Perdana ( Jln Pjs 2/23, 2/29, Jln Buana 1 - 3 ) ",6,32,3.198303,101.599919
2015,8,"Selangor","Petaling ","Ss 13/1 (Flat Kos Rendah) ",10,32,3.052035,101.643996
2015,8,"Selangor","Petaling ","Taman Kinrara 4 ( Teres ) ",10,32,3.128331,101.618127
2015,8,"Selangor","Petaling ","Taman Kinrara 1 ",11,32,3.074107,101.492219
2015,8,"Selangor","Sepang ","Taman Seroja ",6,32,3.074107,101.492219
2015,8,"Selangor","Gombak ","Tmn Samudera Selatan ",11,31,3.074107,101.492219
2015,8,"Selangor","Gombak ","Bdr Tasik Puteri Gv 3 ",13,31,3.155076,101.593722
2015,8,"Selangor","Petaling ","Seksyen U5 (Pangsapuri Subang Impian & Jln U5/178 - 180 & Jln Cc U5/Cc-Ce U5/Ce) ",7,31,3.089795,101.647281
2015,8,"Selangor","Petaling ","Kt Pju 1A Vista Subang ",10,31,3.113117,101.815673
2015,8,"Selangor","Petaling ","Ss 14/8 ",4,31,3.060047,101.584687
2015,8,"Selangor","Sepang ","Apt Kekwa ",7,31,3.188612,101.604747
2015,9,"Selangor","Petaling","Du Ss 22 (2)",132,260,3.13281,101.748025
2015,9,"Selangor","Petaling","Seksyen 7 (Flat A: Blok 1-12, Blok 38-43)",111,214,3.114994,101.811318
2015,9,"Selangor","Petaling","Seksyen 7 (Pusat Komersial A : Jln Aa 7/Aa-Ac 7/Ac, T7/T-Z7/Z) ",261,200,3.058404,101.636764
2015,9,"Selangor","Petaling","Seksyen 7 (Flat B : Blok 13-37)",42,187,3.058405,101.636763
2015,9,"Selangor","Hulu Langat","Jalan 3/A-R Seksyen 3 Bandar Sri Putra",833,178,3.058406,101.636762
2015,9,"Selangor","Petaling","Usj 2/5",40,175,3.058407,101.636765
2015,9,"Selangor","Petaling","Taman Puchong Perdana (Jln Mawar)",55,160,3.058408,101.636767
2015,9,"Selangor","Petaling","Batu 13 Kg Sri Aman (Lorong Bestari)",53,156,3.058409,101.636769
2015,9,"Selangor","Petaling","Sri Pjs 8 Mentari Court",124,153,3.113117,101.815683
2015,9,"Selangor","Petaling","Seksyen U10 (Alam Budiman : Jln U10/68-U10/77b)",55,148,3.113118,101.815693
2015,9,"Selangor","Petaling","Bl Pju 9 Sd 10",30,144,2.975147,101.783915
2015,9,"Selangor","Petaling","Bandar Kinrara 2",34,142,3.113117,101.815673
2015,9,"Selangor","Petaling","Pjs 9/1 ( Lagoon Perdana & Rumah Kedai)",127,132,3.048069,101.639553
2015,9,"Selangor","Petaling","Taman Lestari Putra 6",47,123,3.198303,101.599919
2015,9,"Selangor","Petaling","Seksyen U10 (Puncak Perdana : Uitm)",51,123,3.052035,101.643996
2015,9,"Selangor","Petaling","Seksyen U2 Teres C",66,123,3.128331,101.618127
2015,9,"Selangor","Petaling","Taman Puncak Jalil 2a (Jln Puj 2/1-2/18)",40,123,3.074107,101.492219
2015,9,"Selangor","Hulu Langat","Seksyen 5 Bandar Rinching",71,122,3.074107,101.492219
2015,9,"Selangor","Petaling","Seksyen 6 (Teres A : Jln 6/1a-6/2f & 6/9-6/10a)",48,122,3.074107,101.492219
2015,9,"Perak","Kinta","Kg Das Tambahan 2",61,121,3.155076,101.593722
2015,9,"Selangor","Petaling","Du Ss 21 (3)",35,119,3.089795,101.647281
2015,9,"Selangor","Gombak","Appt Palma Bch",45,118,3.113117,101.815673
2015,9,"Selangor","Petaling","Bl Pju 9 Sd 8",56,118,3.060047,101.584687
2015,9,"Selangor","Petaling","Kd Pju 1a Pprt A : Blok A,B,C",91,118,3.188612,101.604747
2015,9,"Selangor","Petaling","Ss 18/5, 6",26,118,3.13281,101.748025
2015,9,"Selangor","Petaling","Bl Pju 8 Apt Flora Damansara 1 (Blok A, B)",27,117,3.114994,101.811318
2015,9,"Perak","Kinta","Tmn Klebang Jaya",64,115,3.058404,101.636764
2015,9,"Selangor","Petaling","Dun Bg Seksyen 51a lat Impian Baiduri",22,114,3.058405,101.636763
2015,9,"Perak","Kinta","Kg Baru Buntong",40,107,3.058406,101.636762
2015,9,"Selangor","Petaling","Seksyen U5 (Pangsapuri Mutiara Subang : Blok 1-7)",28,107,3.058407,101.636765
2015,9,"Selangor","Petaling","Ss 17/1",29,107,3.058408,101.636767
2015,9,"Perak","Kinta","Kg Baru Gunung Rapat",23,105,3.058409,101.636769
2015,9,"Selangor","Hulu Langat","Jalan 3/13-22 Seksyen 3 Bandar Baru Bangi",60,105,3.113117,101.815683
2015,9,"Perak","Kinta","Tmn Rapat Setia Baru",72,104,3.113118,101.815693
2015,9,"Selangor","Hulu Langat","Kondominium Tiara Duta Taman Putra Sulaiman",13,104,2.975147,101.783915
2015,9,"Selangor","Hulu Langat","Kuis",43,103,3.113117,101.815673
2015,9,"Selangor","Petaling","Bl Pju 6a Pelangi Utama Kondo",34,103,3.048069,101.639553
2015,9,"Selangor","Petaling","Tm Pjs 2b Flat Desa Mentari ( Blok 9,10)",36,103,3.198303,101.599919
2015,9,"Selangor","Petaling","Ss 15/2, 3 (Teres)",40,100,3.052035,101.643996
2015,9,"Selangor","Petaling","Ss 18/4",37,99,3.058406,101.636762
2015,9,"Perak","Kinta","Kg Sg Tapah Tambahan",54,97,3.058407,101.636765
2015,9,"Selangor","Petaling","Seksyen U2 (Pangsapuri Ilham)",58,97,3.058408,101.636767
2015,9,"Selangor","Petaling","Taman Sri Serdang 3 (18/30-18/44 & 18/46)",41,96,3.058409,101.636769
2015,9,"Selangor","Petaling","Usj 6/2",17,96,3.113117,101.815683
2015,9,"Perak","Kinta","Tmn Ipoh Jaya",38,95,3.113118,101.815693
2015,9,"Selangor","Petaling","Kd Pju 1a Pprt B L Blok D,E,F",36,95,2.975147,101.783915
2015,9,"Selangor","Petaling","Usj 2/4",18,94,3.113117,101.815673
2015,9,"Selangor","Petaling","Sri Ss 5c",27,94,3.048069,101.639553
2015,9,"Perak","Kinta","Tmn Cempaka",53,93,3.198303,101.599919
2015,9,"Selangor","Petaling","Seksyen 9 (Kondo Sri Mahligai & Town House Sri Mahligai)",40,93,3.052035,101.643996
2015,9,"Selangor","Hulu Langat","Jalan 3/40-49 Seksyen 3 Bandar Baru Bangi",36,92,3.058406,101.636762
2015,9,"Selangor","Petaling","Ss 18/1",52,92,3.058407,101.636765
2015,9,"Perak","Kinta","Kg Baru Kuala Kuang",55,88,3.058408,101.636767
2015,9,"Selangor","Petaling","Kd Pju 1a Pprt C : Blok G, H",31,88,3.058409,101.636769
2015,9,"Selangor","Petaling","Pjs 7/7, 9, 10",27,88,3.113117,101.815683
2015,9,"Selangor","Petaling","Taman Kinrara 5 ( Teres Taman Mawar)",56,88,3.113118,101.815693
2015,9,"Selangor","Hulu Selangor","Appt Anggerik Tbr Bb",19,87,2.975147,101.783915
2015,9,"Perak","Kinta","Bandar Lahat Baru",39,87,3.113117,101.815673
2015,9,"Perak","Kinta","Tmn Pinji Mewah",16,86,3.048069,101.639553
2015,9,"Selangor","Petaling","Seksyen U19 (Tmn. Sri Buloh & Rmh Mrh Pkns:Jln U19/1-U19/12c & Rmh Pngsa Tmn Sri Blh)",29,86,3.198303,101.599919
2015,9,"Perak","Kinta","Tmn Bersatu",19,85,3.052035,101.643996
2015,9,"Selangor","Petaling","Seksyen 7 (Teres E : Jln 7/29-7/35)",120,85,3.058406,101.636762
2015,9,"Selangor","Hulu Langat","Seksyen 6 Bandar Sri Putra",16,84,3.058407,101.636765
2015,9,"Selangor","Petaling","Seksyen 15 ( Dataran Otomobil : Blok 1-18)",41,84,3.058408,101.636767
2015,9,"Selangor","Petaling","Taman Lestari Putra 5",33,84,3.058409,101.636769
2015,9,"Perak","Kinta","Tmn Ipoh ",24,83,3.113117,101.815683
2015,9,"Selangor","Petaling"," Bl Pju 6 Bu 1 ( Teres A : Jln 1/1, 1/1a, 1/9-1/15)",30,82,3.113118,101.815693
2015,9,"Selangor","Petaling","Seksyen 20 ( Teres A : Jln 20/2-20/6)",19,81,2.975147,101.783915
2015,9,"Perak","Kinta","Tmn Sri Tanjung",34,81,3.113117,101.815673
2015,9,"Perak","Kinta","Pekan Razaki ",24,80,3.048069,101.639553
2015,9,"Perak","Kinta","Tmn Cahaya Bercham",58,80,3.198303,101.599919
2015,9,"Perak","Kinta","Tmn Syukor",27,79,3.052035,101.643996
2015,9,"Selangor","Gombak","Selayang Baru",82,79,3.058406,101.636762
2015,9,"Selangor","Hulu Langat","Appt Kasawari Taman Impian Ehsan",12,78,3.058407,101.636765
